id,Name,POINT_X,POINT_Y
2953,Apammari,38.278900000000000,36.430388999999998
10870,APERLAE,29.782395999999999,36.159748000000000
10872,APHEK - ANTIPATRIS,34.930686999999999,32.105221000000000
10873,APHRODISIAS,28.724938999999999,37.708748000000000
10158,Apollinopolis Magna,32.871468000000000,24.978242999999999
2109,Apollonia,19.472657999999999,40.721671999999998
11072,APOLLONIA - Tel Arshaf,34.806477000000001,32.195065000000000
2455,Appollonia - Susah,21.973036000000000,32.902408999999999
10875,APQU,42.598334999999999,36.429707000000001
2183,Apris,27.069889000000000,40.969929000000000
2353,Apsaro,41.573523999999999,41.573269000000003
2895,Aptaivlia,5.395592000000000,43.876553000000001
10876,APTERA,24.140953000000000,35.462356999999997
12316,Aquae Arnemetiae,-1.914053000000000,53.258395999999998
3518,Aquae Celenae,-8.643331000000000,42.605502999999999
10732,Aquae Flaviae,-7.469949000000000,41.739097999999998
11789,Aquae Iasae,16.423849000000001,46.210982999999999
3772,Aquae Originae,-8.108430000000000,41.884360999999998
11794,Aquae Sulphurae,18.304545999999998,43.828201000000000
3956,Aquis,2.397360000000000,36.378708000000003
3924,Aquis Dacicis,-5.800742000000000,34.146568000000002
4328,Aquis Segeste,2.619563000000000,48.117252000000001
3908,Aquis Sulis,-2.357446000000000,51.381419999999999
2906,Aquis Terebellicis,-1.055059000000000,43.709988000000003
11177,Aquis Voconis - [Aquae Calidae],2.809254000000000,41.837921000000001
1695,Aqva viva,12.674618000000001,42.418830999999997
1628,Aqvae Popvlaniae,10.600887999999999,43.028004000000003
1720,Aqvas Apollinaris,12.042517999999999,42.116740999999998
1907,Aqvas labodes,13.080469000000001,37.505687999999999
2929,Aqvas Passaras,12.064619000000000,42.468235000000000
1626,Aqvas volaternas,10.876958999999999,43.264499999999998
2931,Aqve Ange,15.852990000000000,38.263919999999999
1689,Aqve cvtillie,13.009843999999999,42.385975000000002
1640,Aqvileia,13.364625999999999,45.768298999999999
1946,Aqvinco,19.049561000000001,47.564006999999997
2968,Aqvis,9.369939000000000,36.450214000000003
2608,AQVIS BORMONIS,3.767922000000000,46.622416999999999
2194,Aqvis calidis,27.393052999999998,42.627673999999999
2312,Aqvis calidis - ~ Çiftehan,34.769936000000001,37.512591999999998
2656,Aqvis Calidis - Vichy,3.422397000000000,46.123066000000001
2693,Aqvis Convenarvm,0.150121000000000,43.065136000000003
2623,Aqvis Nisincii,3.839562000000000,46.904617000000002
2764,Aqvis Tatelis,8.470668999999999,44.675525999999998
2488,Aqvis Thibilitanis,7.270000000000000,36.459999000000003
10877,ARAD,35.125729000000000,31.279765999999999
2885,Arbor Felix,9.421089000000000,47.510925000000000
3025,Arcaiapis,40.539901999999998,37.826233000000002
10879,ARCHANES,25.160000000000000,35.236446000000001
10880,ARCHELAIS,35.470588999999997,31.964898999999999
3622,Arcobriga,-2.138144000000000,41.296474000000003
10882,ARDA?IR KHUREH,52.532741999999999,28.851749000000002
2337,Aregea,35.783332999999999,36.766666000000001
2707,Arelato,4.627804000000000,43.676651000000000
2634,Argantomago,1.516462000000000,46.598854000000003
2788,Argentorate,7.743749000000000,48.582932000000000
10883,ARGI?TIKHINILI,44.034027000000002,40.080649999999999
2939,Argos,22.729168000000001,37.635986000000003
1840,Aricia,12.674063000000000,41.721702999999998
1652,ARIMINO,12.566300999999999,44.060917000000003
2438,Aris,61.886538999999999,31.112410000000001
2235,Artane,29.611415999999998,41.175037000000003
2373,Artaxata,44.550556000000000,39.953887999999999
3635,Artigi,-5.545601000000000,38.722599000000002
2894,Arvsione,4.805803000000000,44.136181000000001
10884,ARYKANDA,30.059559000000000,36.513728999999998
1677,Asclopiceno,13.574977000000001,42.855404000000000
10886,ASHDOD,34.655833999999999,31.756598000000000
17356,"Ashgabat, TM - NISAEA",58.211207999999999,37.951042000000001
11659,Asisium,12.617922999999999,43.069991999999999
2439,Aspacora,69.168548999999999,34.530318999999999
2330,Aspendo,31.169287000000001,36.940578000000002
10888,ASPIS,11.115606000000000,36.837780000000002
3678,Assidone,-5.927867000000000,36.467793000000000
16020,Asso,-1.898055000000000,38.021121999999998
2292,Assos,26.336407000000001,39.490921000000000
10889,ASSUR,43.259785000000001,35.458241000000001
2123,Assvres,9.020280000000000,35.982498000000000
3667,Asta,-6.181470000000000,36.786490999999998
3673,Astigi,-5.079949000000000,37.540931999999998
3549,Asturica,-6.063573000000000,42.458649000000001
2124,Athenas,23.726517000000001,37.972133999999997
350,Atuatuca Tungrorum,5.464346000000000,50.781070999999997
11954,Augusta Viromanduorum (Saint Quentin),3.290174000000000,49.847824000000003
10825,Augustobriga  (Ciudad Rodrigo),-6.534292000000000,40.596943000000003
3614,Augustobriga - OVPlace140,-5.404994000000000,39.803016999999997
10780,Ausa,2.253938000000000,41.929034999999999
11405,Ausgrabungsstätte Epiais-Rhus,2.089559000000000,49.134582999999999
3952,Auza,3.692601000000000,36.143276000000000
2584,Av? Bona,4.074801000000000,48.297469999999997
2601,Av? Dunum,4.299421000000000,46.949782999999996
2586,Av? Magvs,2.586015000000000,49.206825000000002
2654,Av? Nemeto,3.085770000000000,45.778728000000001
2554,Av? Svessorvm,3.325383000000000,49.380885999999997
2799,Av? Tresvirorvm,6.638225000000000,49.750689999999999
2621,Avaricvm,2.396579000000000,47.082892999999999
2837,Aventicvm Heletiorvm,7.041111000000000,46.880833000000003
2851,Avgvsta Pretoria,7.313234000000000,45.735000999999997
2793,Avgvsta Rvracvm,7.716667000000000,47.533332999999999
2742,Avgvsta Tavrinorvm,7.685686000000000,45.074581000000002
1552,Avgvsta vindelicv¯,10.894767999999999,48.365456000000002
2591,Avgvstodvro,-0.703528000000000,49.275547000000003
2112,Avlona,19.490219000000000,40.471882000000001
2645,Avsrito,1.262119000000000,45.828163000000004
2599,Avtessio Dvro,3.572866000000000,47.797877999999997
2378,Avtisparate,41.267882999999998,39.904319999999998
2578,Avtricvm,1.487848000000000,48.447853000000002
10891,AWAL,45.103188000000003,34.167797000000000
15990,Axati,-5.527056000000000,37.659229000000003
2166,Axiopolis,28.033611000000001,44.338054999999997
10892,AXUM,38.719540000000002,14.131537000000000
10893,AZEQA,34.936123000000002,31.700202999999998
2432,Babylonia,44.422325000000001,32.535029999999999
2963,Babylonia - Qasr esh-Sham ~ Al Qahirah,31.230055000000000,30.006346000000001
2547,Baca Conervio,3.790929000000000,50.299579999999999
10897,BACCHIAS,31.008334999999999,29.540915999999999
10898,BACTRA,66.901245000000003,36.767445000000002
16021,Baesucci,-3.507657000000000,38.204666000000003
10899,BAETULO,2.247261000000000,41.452488000000002
15297,Baeza,-3.469237000000000,37.993434999999998
4024,Baiae,14.066458000000001,40.819122000000000
2453,Balacris,21.714839999999999,32.760216000000000
10900,BALBURA,29.581343000000000,36.954937000000001
17579,"Bambocci (Capena)-Lucus Feronia,I - LUCUS FERONIAE",12.596938000000000,42.129798999999998
10901,BARAM,35.414154000000003,33.043816000000000
3537,Barcenone,2.175422000000000,41.384106000000003
10902,BARGYLIA,27.589486999999998,37.195819999999998
3992,Bathna,37.523029000000001,36.371372000000001
12006,Bathonea,28.733948000000002,41.033321000000001
11607,Baths Vinovium,-1.676238000000000,54.676369000000001
3698,Belone Claudia,-5.774433000000000,36.090260000000001
3727,Benearno,-0.043466000000000,43.332680000000003
1791,Benebento,14.781174000000000,41.130446999999997
2511,Berizto,35.515621000000003,33.878498000000000
2450,Bernicide,20.066668000000000,32.116669000000002
10907,BERSHEBA,34.840693999999999,31.244968000000000
10908,BESARA,35.129581000000002,32.703468000000001
2443,Bestia Deselvtia,63.870857000000001,31.600185000000000
2700,Beteris,3.220117000000000,43.341723999999999
10909,BETH ?EME?,34.975566999999998,31.750285999999999
10910,BETHLEHEM,35.207577000000001,31.704304000000000
10911,BETHSAIDA,35.630668999999997,32.910465000000002
2514,Biblo,35.646061000000003,34.118931000000003
2667,Bibona,1.442959000000000,44.447304000000003
3623,Bilbili,-1.603219000000000,41.382010999999999
10913,BISHAPUR,51.576011999999999,29.780033000000000
1620,Bitvriza,11.570007000000000,43.528770000000002
10915,BLAUNDOS,29.209354000000001,38.357574000000000
2151,Boas,23.060606000000000,36.543456999999997
1839,Bobellas,12.617008999999999,41.765881000000000
1785,Bobiano,14.473926000000001,41.486721000000003
2775,Bonnae,7.096311000000000,50.732703999999998
1607,Bononia,11.346481000000001,44.494221000000003
11074,BONONIA - Vidin,22.887241000000000,43.992686999999997
10917,BORSIPPA,44.341887999999997,32.391978999999999
2500,Bostris,36.483333999999999,32.516666000000001
11875,Boutae (Annecy),6.128490000000000,45.904732000000003
10920,BOZRA,35.604152999999997,30.745889999999999
15113,Braga,-8.427013000000001,41.550010999999998
1942,Brigantio,18.169516000000002,47.735244999999999
2886,BRIGANTIO - Bregenz,9.748001000000000,47.498458999999997
3520,Brigantium,-8.395968000000000,43.371487000000002
3576,Brigicon,-5.595820000000000,42.027907999999996
3354,Brindisi,17.938955000000000,40.636189000000002
3056,Brvcla,23.729303000000002,46.312308999999999
10924,BUBASTIS,31.511406000000001,30.572500000000002
10925,BUBON,29.407927000000001,36.968128000000000
2902,Burdegalo,-0.576797000000000,44.836596999999998
10926,BUTHROTUM,20.020562999999999,39.745593999999997
10927,BUTO,30.744554999999998,31.196362000000001
2613,Bvlla Regia,8.754987000000000,36.558666000000002
1997,Bvrno,15.960938000000001,43.980235999999998
1793,Bvtvntos,16.691428999999999,41.108440000000002
2355,Bylae,39.377777000000002,40.623055000000001
11766,Byllis,19.737559999999998,40.541721000000003
1773,Cabios,12.716595000000000,41.887295000000002
15267,Cabra,-4.447550000000000,37.471148999999997
2503,Cadara,35.679352000000002,32.655997999999997
10931,CAERE,12.105409999999999,42.007705999999999
3527,Caesaraugusta,-0.877894000000000,41.652121999999999
3931,Caesarea colonia,2.196871000000000,36.606831000000000
10933,CALAMA,7.431049000000000,36.466965000000002
2245,Calcedonia,29.082127000000000,40.979717000000001
10736,Calipolis,-7.420183000000000,38.773232000000000
15737,Callet,-5.554330000000000,37.007240000000003
3875,Calleva Attrebatum,-1.083190000000000,51.357193000000002
3700,Calpe Carteia,-5.410359000000000,36.183163000000000
10935,CALYDON,21.533076999999999,38.372635000000002
3942,Camarata,-1.298801000000000,35.346511999999997
11960,Camp de César,4.654151000000000,44.120201000000002
2918,Camvlodvno,0.900225000000000,51.890301000000001
15989,Canama,-5.686290000000000,37.638157000000000
10826,Cáparra,-6.100499000000000,40.165298000000000
2280,Capsa Colonia,8.786656000000001,34.421650000000000
1859,Capvae,14.256627000000000,41.079987000000003
1939,Carnvnto,16.867891000000000,48.113346000000000
11621,Carsulae,12.558564000000001,42.640366000000000
1772,Carsvlis,13.044235000000000,42.081505000000000
3935,Cartenna colonia,1.313100000000000,36.510306999999997
3710,Carthago Partaria,-0.984520000000000,37.599894999999997
16022,Cartima,-4.630784000000000,36.711379999999998
2595,Casarodvno,0.694817000000000,47.394191999999997
2574,Casaromago,2.081508000000000,49.432583000000001
2372,Caspiae,44.411911000000003,41.927551000000001
1678,Castello Firmani,13.802075000000000,43.161510000000000
2543,Castello Menapiorv¯,2.487366000000000,50.799377000000000
10940,CASTELLUM TIDDITANORUM,6.483735000000000,36.462910000000001
1817,Castra Minervae,18.425944999999999,40.002983000000000
10990,Castro de A Cidade,-8.029897999999999,42.359988999999999
15145,Castro de Alvarelhos,-8.618261000000000,41.300930000000001
1730,Castro Novo,11.834163999999999,42.036163000000002
1736,Castro Novo - Giulianova,13.962370999999999,42.752547999999997
11116,Castro Ventosa - Bergido?,-6.753799000000000,42.599280999999998
3638,Castulone,-3.623611000000000,38.035831000000002
10942,CAULONIA,16.578676000000002,38.445540999999999
10944,CAUNUS,28.620735000000000,36.826003999999998
3484,Cavalline,5.036430000000000,43.836300000000001
1833,Cavlon,16.409851000000000,38.382519000000002
10945,CEDRAE,28.205473000000001,36.991607999999999
15266,Cehegín,-1.772120000000000,38.087527999999999
1968,Celeia,15.260294000000000,46.231017999999999
2333,Celenderis,33.317748999999999,36.141692999999997
2596,Cenabo,1.910357000000000,47.901901000000002
1729,Centv¯ cellis,11.796813999999999,42.091178999999997
2360,Cerinia,33.317748999999999,35.335048999999998
2510,Cesarea Paneas,35.694546000000003,33.247990000000001
2483,Cesaria,34.891514000000001,32.502228000000002
2429,Cesiphvn,44.392200000000003,33.315700999999997
2382,Chadas,42.699986000000003,39.822746000000002
10946,Chaldis ad Belum,37.003703999999999,35.989716000000001
10947,CHARAX,47.582419999999999,30.895039000000001
2562,Chartagine Colon¯,10.323461000000000,36.852558000000002
10948,CHERSONESUS,33.493679000000000,44.612904000000000
2347,Chidvm,27.373825000000000,36.686619000000000
10949,CHOROZAIN,35.564597999999997,32.911442000000001
2233,Chrisoppolis,29.031939000000001,41.032234000000003
10950,CIBYRA,29.492224000000000,37.159312999999997
10954,CILLIUM,8.798323999999999,35.167453999999999
10955,CIRCESIUM,40.430045999999997,35.156612000000003
3902,Cironium,-1.966692000000000,51.713847999999999
3687,Cirsone,-5.090233000000000,37.242283000000000
2481,Cirta Colonia,6.600000000000000,36.349997999999999
2222,Cisamos,23.660727000000001,35.495308000000001
16023,Cisimbrium,-4.387119000000000,37.385413999999997
3090,Cito,33.630585000000004,34.923381999999997
10819,Cives Romani (Carissa Aurelia),-5.731560000000000,36.877139999999997
17500,Civitas Camunnorum,10.279731999999999,45.943111000000002
10740,Civitas Cobelcorum,-6.848398000000000,40.860759999999999
10417,Civitas Lopodunum,8.611349000000001,49.472285999999997
1887,Clampeia,16.075481000000000,39.134219999999999
11747,Classe,12.219237000000000,44.395313000000002
10956,CLAUDIOPOLIS - Mut,33.441558999999998,36.651676000000002
10957,CLAUDIOSELEUCIA,30.621936999999999,37.898986999999998
10958,CLAZOMENAE,26.775696000000000,38.362537000000003
3901,Clevo,-2.246754000000000,51.865749000000001
2387,Clipeis,11.090159999999999,36.849651000000001
3587,Cluniam,-3.370915000000000,41.781700000000001
1623,Clvsio,11.948444000000000,43.017035999999997
16683,Col. Aquae Sextiae,5.447365000000000,43.531883000000001
16653,Col. Augusta Tricastinorum,4.767668000000000,44.349502999999999
15330,Col. Victrix Iulia Lepida,-0.433990000000000,41.372540000000001
10742,Collippo,-8.800713999999999,39.756934999999999
104,Colonia Claudia Ara Agrippina,6.955805000000000,50.936497000000003
103,Colonia Ulpia Traiana,6.443953000000000,51.667538000000000
10961,COLOSSAE,29.260580000000001,37.787247000000001
12942,Columnata,1.521582000000000,35.470066000000003
2308,Comana Capadocia,36.326236999999999,38.330615999999999
2947,Comana Pontica,36.639747999999997,40.359656999999999
3104,Concobas,47.959747000000000,34.501674999999999
2611,Condate - Rennes,-1.680265000000000,48.111758999999999
8004,Conimbriga,-8.493333000000000,40.099445000000003
1779,Conpito Anagnino,13.158999000000000,41.742232999999999
3616,Conplutum,-3.384713000000000,40.473903999999997
3644,Consabro,-3.606772000000000,39.460299999999997
16571,Consoranni,1.137214000000000,43.001658999999997
2232,Constantinopolis,28.976959000000001,41.005268000000001
3661,Contributa,-6.390950000000000,38.348900000000000
17442,"Conza della Campania,I - COMPSA",15.330468000000000,40.870463999999998
13218,Coptos,32.816032000000000,25.996894999999999
3637,Corduba,-4.779171000000000,37.884681999999998
1763,Corfinio,13.842161000000001,42.123817000000003
11537,CORINTH,22.880154000000001,37.905304000000001
2127,Corintho,22.932030000000001,37.938580000000002
2006,Cornaco,19.152650999999999,45.291279000000003
2225,Cortina,24.947534999999998,35.061686999999999
1635,Cosa,11.288295000000000,42.412399000000001
2610,Cosedia,-1.444196000000000,49.047626000000001
15268,"Coto la Cepilla (Perales de Milla), Villanueva de Perales",-4.072557000000000,40.388786000000003
10967,CTESIPHON,44.580714999999998,33.093581999999998
2730,Cvlabone,5.732072000000000,45.192611999999997
2808,Cvlchvl Colonia,5.735992000000000,36.320908000000003
2365,Cvrio,32.884846000000003,34.666843000000000
1660,Cvrita cesena,12.239124000000000,44.138759999999998
1598,Cvtias,8.612341000000001,45.193221999999999
10969,CYANEAE,29.817163000000001,36.246983000000000
2220,Cydonia,24.018806000000001,35.516235000000002
3109,Cyme,26.935822999999999,38.759441000000002
2454,Cyrenis col.,21.856928000000000,32.818049999999999
10971,CYRRHUS,36.955531999999998,36.743606999999997
2946,Cyzico,27.976669000000001,40.352218999999998
10972,CYZICUS,27.886119999999998,40.389980000000001
17585,"Dali,CY - IDALION",33.423012000000000,35.015732000000000
2506,Damaspo,36.311141999999997,33.509132000000001
10998,DAN,35.652614999999997,33.248817000000003
10999,DAPHNAE,32.171641999999999,30.855851999999999
11076,DAR BAND,48.279696999999999,42.055416000000001
11999,Dara,40.952621000000001,37.178192000000003
2630,Dartoritvm,-2.759521000000000,47.654902999999997
11000,DASCYLIUM,28.050588999999999,40.132342999999999
11078,DELOS,25.268497000000000,37.398014000000003
11001,DEMETRIAS,22.924028000000000,39.343479000000002
1888,Depanis,12.514633999999999,38.018588999999999
3722,Dertusa,0.523778000000000,40.815109000000000
3843,Deva,-2.894999000000000,53.191437000000001
11002,DIBON,35.776451000000002,31.502033000000001
11004,Diktynna temple,23.767831999999999,35.663634999999999
11005,DILBAT,44.465983999999999,32.296123999999999
11006,DILMUN,50.520912000000003,26.233022999999999
11007,DIMAI,30.668562000000001,29.535896000000001
11008,DIOCAESAREA,33.925502999999999,36.581004999999998
11009,DIOCLETIANOPOLIS,24.704249999999998,42.499310000000001
3714,Dionio,0.107511000000000,38.842796000000000
11010,DIONYSIAS,36.565010000000001,32.706012999999999
3939,Divinos,-0.637317000000000,35.705063000000003
2208,Divm,22.491299000000001,40.177013000000002
2811,Divo Dvrimedio Matricorvm,6.172695000000000,49.116126999999999
11079,DOCLEA,19.265588999999999,42.468426000000001
11013,DODONA,20.788567000000000,39.546413000000001
2393,Draconis,38.768313999999997,39.901648999999999
2068,Drvbetis,22.663660000000000,44.624003999999999
11082,DUR KARIMMU,40.743167999999997,35.645499999999998
11083,DUR KURIGALZU,44.202250999999997,33.353661000000002
18095,Dura Europos,40.729801000000002,34.748748999999997
3913,Durnonovaria,-2.434066000000000,50.710548000000003
17062,Durocatalaunum,4.357688000000000,48.955105000000003
11015,DUR-SARRUKIN,43.228198999999996,36.509692999999999
2920,Dvroavervs,1.078348000000000,51.278027000000002
2561,Dvrocortoro,4.033901000000000,49.253799000000001
2105,Dyrratio,19.450001000000000,41.316665999999998
11016,DYSTOS,24.145073000000000,38.355727999999999
3632,Ebora,-7.909615000000000,38.570847000000001
1482,Eburacum,-1.088204000000000,53.956614999999999
10745,Eburobrittium,-9.156563999999999,39.358814000000002
15995,Ebusus,1.432210000000000,38.908442999999998
2585,Ebvrobriga,3.687649000000000,48.006915999999997
2392,Ecbatanis Partiorvm,48.517024999999997,34.806046000000002
2417,Edessa - Sanliurfa,38.799999000000000,37.150002000000001
10746,Egiptania,-7.143491000000000,39.996876000000000
11020,EILEITHYIAISPOLIS,32.798091999999997,25.119032000000001
11021,EKRON,34.849975999999998,31.777381999999999
15299,"El Castillejo, Alcolea del Río",-5.606508000000000,37.622818000000002
11022,ELAIOUSSA,34.174968999999997,36.481236000000003
3349,Elatia,22.764982000000000,38.626350000000002
10716,el-Bara,36.530720000000002,35.686520000000002
11084,ELEPHANTINE,32.885868000000002,24.085889999999999
11023,ELEUTHERAE,23.375789999999999,38.179253000000003
2512,Eliopoli,36.205288000000003,34.007313000000003
11024,ELIS,21.375091999999999,37.891781000000002
2491,Elvsa,34.656509000000000,31.095921000000001
2441,Elymaine,72.566001999999997,23.039567999999999
3600,Emerita,-6.343034000000000,38.916846999999997
1970,Emona,14.498594000000001,46.045676999999998
10776,Empúries,3.116840000000000,42.132992000000002
11032,Ensérune,3.114718000000000,43.310986000000000
2049,Epetio,16.525749000000001,43.507339000000002
2278,Ephesvm,27.340143000000001,37.941921000000001
2086,Epitavro,18.218869999999999,42.581028000000003
3743,Epora,-4.381896000000000,38.026031000000003
11028,ERETRIA,23.791779999999999,38.398170000000000
2251,Eribvlo,29.351148999999999,40.535888999999997
2074,Esco,24.465643000000000,43.709671000000000
1767,Esernie,14.228166999999999,41.591686000000003
2435,Evropos,51.444808999999999,35.607638999999999
11034,FAESULAE,11.294789000000000,43.808109000000002
11035,FAILAKA,48.272635999999999,29.433468000000001
11745,Falerii,12.360429999999999,42.299137000000002
2063,Faliatis,22.154346000000000,44.462242000000003
1699,Fano Fvgitivi,12.728348000000000,42.663505999999998
1654,Fano Fvrtvnae,13.016882000000001,43.844867999999998
3144,Febrateri(a)e,13.558107000000000,41.519291000000003
1780,Ferentinvm,13.253358000000000,41.692711000000003
11037,FERENTUM,12.133875000000000,42.488556000000003
1691,Fidenis,12.512319000000000,41.978527000000000
1681,Firmoviceno,13.724221999999999,43.165630000000000
3145,Fixtvinvm,2.878888000000000,48.960217000000000
12874,Flavia Solva,15.568721999999999,46.768970000000003
10813,Flavio Aurgitano  (Aurgi),-3.789470000000000,37.765770000000003
12685,Florentia Iliberritana,-3.597929000000000,37.176487000000002
1615,Florentia Tvscorvm,11.256900999999999,43.768729999999998
1932,Fonte timavi,13.532855000000000,45.809646999999998
2747,Foro ivlii,6.736911000000000,43.433208000000000
2661,Foro Segvstavarv¯,4.224847000000000,45.744582999999999
83,Forum Hadriani,4.349384000000000,52.060035999999997
15738,Forum Limicorum,-7.567500000000000,42.070580000000000
11038,FREGELLAE,13.539092000000000,41.536785000000002
11041,GABAE,51.712752999999999,32.631022999999999
